카테고리,[잡담],[질문],[정보],[기타]
[잡담],쉐닷다음에 뭐올리면 되나요,,,
[잡담],하탑3관이라 중첩조금쌓이긴했는데 처음봄 1.5가 최대였는데특화바드에 창술시너지붙으니간 개맛있는듯근데 1관에서 창술이 잔혈먹고 투투뜨..뜸..스펙차이 좀 나긴했는데 넘사긴 넘사인듯 ㅋㅋ 개쌘듯거기다 창술 바드 지인인거같던데 버프맞춰서하면 절대못이길듯,,,
[잡담],트랩 날렵한 몸놀림5 찍어야하니까 쉐스 그림자 지대를 빼나요?,,,
[잡담],라자람 이랑 1관 꽃순이존1나 슬림해서 1센치만 어긋나도 백어택 안박히는거 개짜증남 ㅋㅋㅋㅋㅋ카멘 그래도 일리아칸 크기정도로는 나오겠지 ?이새끼 카단이랑 사이즈가 비슷해서 불안한데아브나 일리아칸 크기도 스토리보단 레이드에서 크게 나오니까 그정도로 봐야겠지 ?,,,
[잡담],라고 요즘 슬슬 생각했었는데어제 하탑 14 전관문 알카님께 따여서다시 겸손모드,,,
[잡담],갈증은 2.3 버프를 받았고달소를 4.4 버프를 받았는데하칸버스든 상하탑이든 가르가디스든 가보면 인게임 티어는 더 떨어진 느낌임갈증은 97돌 9렙3개빼고 10멸홍 엘40달소는 노97 10멸홍 엘40에공통스펙 악불5.7 야추식추5퍼 무25 등등엘릭서 올유효작정도 제외하면 이제 내선에서 해줄수있는것들은 대충 다 해가는 느낌인데어케된게 갈수록 인게임 딜지분 싸움하기가 힘듬이게 내가 게임을 한 한달만에 좆같이 못해진거면 차라리 좋겠음.. 잘하는 사람들 영상보고 더 배우게,,,
[잡담],1640 질증갈증입니다세팅비교나 가르가디스 숙련도올릴겸 갈가다니고잇는데딜빵식은 도와줄서폿분들에게 죄송해서 그냥 4인 2수로 딜빵목적아니구 세팅비교 각인비교 하고싶으신분있으시면 댓주세요,,,
[잡담],기믹과 위치선정은 리퍼만한게 없긴한데 아드빨고 손가락 뿌러지도록 딜해도 가족사진이 쥰내 맛없어달소하다가 은신해도 타겟이면 지구끝까지 따라와 명치때리고 어그로 풀리는게 짱나서 갈증왔는데보통 은신되면 쓰던스킬도 멈추고 어그로 풀리는게 정상아님??무기 19강 와서 20렙찍어줄라니 소울이터도 있고 살짝 망설여지네건슬은 가족사진 뜨건말건 언더붑으로 인해 망설임없이 20찍어줬는데밸패팀 어케좀 해줘봐바,,,
[잡담],이미 카멘때까지 더이상의 밸패는 없다지금부터 미리 강코하면서 인식 바꿔나야카멘 트라이간다 카멘까지만 미쳤다 생각하고 강코하자 우리,,,
[잡담],달소 스펙업 질문 있어서 글 남깁니다. 전압도 없어서요 전압을 하느냐 보석을 업그레이드 하느냐 아니면 강화를 하느냐.. 조언좀 부탁드리겠습니다. 각인은 특신 333332 원예저기달아2 스킬트리는 콜옵블미 트리 사용중입니다.,,,
[잡담],메인 진섬먹고 잔혈먹는애들 퍼센트 몇퍼인지 못보게 하는것도 재밌을거같다 라는생각이든다요즘들어서 현타올정도로 상대적 박탈감 너무 느끼는 수준의 티어라 그런가 새로운 재미를 찾아 떠나게 되네,,,
[잡담],저기 작은 버스트블레 하나갈증리퍼로 교환해주세요갈증 극특신 포셔님이 하는거보니까너무 재밌어보임 그 공중에서 촥츄ㅏㄱ처ㅏㄱ 하고내려찍는거 타격감도 좋아보임...새로 1415부터 키우려니까 너무 막막함,,,
[잡담],"후기1에서 생각한 내용과 달라진 부분을 체크해서 후기2 작성하겠습니다1620대 달인33333아1 리퍼수련장 dps는 3% 올랐습니다.세팅 변경점은 레이지 치단에서 빠준으로 돌아갔습니다.치단가면 치적시너지가 맛이없어질 뿐더러 엘릭서가 달인이기에 쿨 밀리는거 감안하고 빠준 갔습니다.가르가디스, 하브56, 상하탑1~4 해봤는데지금은 숙련되지 않아서 그런지 별로같네요 ㅠㅠ-> 숙련된 이후로 확실히 딜차이가 느껴집니다. 특신반반의 레이지와 스매셔가 동시에 딱딱 돌아오는 맛은 없어졌지만 확실히딜량자체가 높아졌다느낌은 납니다.사일은 거의 즉발이라 왠만하면 백어택 100%근접하게 때렸는데 이젠 퓨리보다 맞추기 힘들어졌고무엇보다 뒤로 점프하고 살짝 앞으로가면서 내려찍는데 이게 체감이 너무큽니다.보스가 전진패턴쓰면 급하강일때는 맞았던게 이제는 높은확률로 안맞어요.->백어택을 많이 못쳐도 기존보다 딜량은 높게 나오는것을 알 수 있었습니다.기존 사일은 백어택기준 노크리1000 크리뜨면 2900정도 떴습니다. 평균 (2164만)나오네요잔상채용후 노백어택기준 1400~2500 까지 나옵니다. 평균 (2014만)나오네요백어택기준 2000~4800 까지 나옵니다. 평균 (3524만) 나왔습니다*평균은 훈련소에서 직접 20번씩 쳐보고 계산하였습니다*보스가 전진패턴쓰때 안맞는건 여전히 화나지만 이를 상쇄시킬정도로 평균 데미지가 상승하였습니다.그러나특신반반했을때는 쿨밀림이 거의 존재하지 않았었는데 잔상은 쿨밀림이 상당히 많이 나타납니다. 이부분에서 딜로스가 있을 것 같네요.딜몰이 좋다? 이 부분은 그냥 치명타 운빨에 맡기는 것 같아요퓨리 사일 치명타 안뜨면 어차피 약함ㅋㅋ..-> 딜몰이가 확실히 좋아진게 느껴집니다. 이 부분은 쿠크세이튼 버스 돌릴때 3마스킵이 살짝 빡샜는데 이제 간단히 스킵되는 부분에서 체감 되었습니다. (개인적인 의견입니다 치명타가 잘뜬거일 수도....)종합적으로 말하자면......쾌적함을 포기하고 딜을 올렸다 라고 표현하면될 것 같아요.약3~4퍼정도 쌔지는 것 같습니다. 딜몰이에서는 아드빠니까 차이가 더 커지는 것도 느껴져요.그대신 특신 반반의 스킬쿨 딱딱 들어맞는 부분이 너무나 그리워집니다. 방금도 연구하면서 허수아비치는데 다시 돌아갈까 생각도 드네요...특신반반 급하강 리퍼와 신속850 잔상 리퍼 둘다 장단점이 명확합니다.요약:진짜 본인이 영혼까지 끌어모아서딜량올리고 싶으시면신속850 고특화 잔상 리퍼를 추천드리고,딜량 보다쾌적하게 플레이 하고 싶으면특신 반반 급하강 리퍼를 추천드립니다.감사합니다.",,,
[잡담],빨강게이지에붙은거 그냥 갈증각인으로 다옮기면안되나??초록게이지하나로 통일하고 갈증도 위급할땐 달소의힘좀쓰고 아덴다시채우고 이러면안되나,,,
[잡담],리퍼 배럭으로 갈증 세팅 하려고 하는데 원기돌갈아 로 하려고 하는데 특신 비율이랑 트포 좀 알려주실 수 있나요,,,
[잡담],인파 배마 블레 리퍼 밖에 안남은거같은데 담에 해주려나요 아니면 구직업아니라서 블레 리퍼는 수치딸깍하고 패싱하려나요 패치된다면 기공사처럼 갈증이랑 달소랑 쓰는스킬 거의 똑같다고 스킬분리시켜버릴수도 있을까요?,,,
[잡담],"리퍼 다뒤진 3티어캐릭인거, 직업 페온들여서 이셋팅 저셋팅 바꿔보지만창술한텐 시발 무슨셋팅을해도 다 개쳐발리네 , 알카는 그나마 카드 ㅄ같이 나오면 그나마 잔잔은 보는데창술한테는 그냥 닥치고 강투로 찍어눌러져 버리네",,,
[잡담],1640 질증갈증키우고있고 특성 특화1500~900 신속1500~900 회심40 달인40 모두가능합니다세팅비교용으로 가보실분들구해요,,,
[잡담],기믹이야 당연히 좋아지는건 알지만 dps차이가 좀있을까요?,,,
[질문],,본캐 리퍼를 1540을 찍었습니다.쭉 리퍼만 할예정이라 고대세팅고품질로 한번하고 끝내려하는데저받을 넣을지 예둔을 넣을지 고민입니다.돌은 기습9 돌대6 입니다.,,
[잡담],동탄 '최대'크기 오프라인 매장 오픈ㅋㅋㅋㅋㅋㅋㅋㅋ,,,
[잡담],혹시 딜넣는 패턴 나오면 달소1사이클 넣을거갈증이 2사이클이나 넣을 시간이 되나유?,,,
[잡담],이게 백사멸이 혼자면 나인줄 알겠는데 아닐경우 고개를 너무휙휙 돌리는거같은데 그렇게 안하면 10홍 반반이라 쿨이좀많이 노는데;; 꿀팁같은거 있나요,,,
[잡담],안녕하세요 리퍼 현재 달소를 키우고 있는 유저입니다그 갈증으로 전환할려고 하는데  현재 엘릭 회심40 인데갈증으로 전환해도 회심 써도 되는지 궁금해서요아직 달인을 못마춰서요각인은 원돌기저갈 아1  입니다,,,
[잡담],요즘 팔찌에 눈이 돌아서 골드생기는 족족 팔찌만 돌리고있는데갑자기 오늘 뜬 신속 제압 똥팔찌 재미로 돌리는데우월 중 기습 중 열정 중 .... ㅇ ㅣ 떠버려가지고어떤게 제일 괜찮아 보이시나용 팔찌사이트에서는 대부분 10-11 언저리로 비슷하긴합니다,,,
[잡담],단검리퍼 최신버전 있나용?,,,
[잡담],소서님 암구 30 1600기상님 암구 18?30?(암튼 18이상임) 1595리퍼 암구 12 1588(일리 노계승 20)소나벨 4분 클리어(4분 5초인가..)저런 스펙들 사이에서 비비다니 흐뭇 합니다,,,
[잡담],아니면 남자답게 특화 노리나요?,,,
[잡담],안녕하세요 배럭으로 갈증리퍼 키우는 중인데 현재 특/신 비율이 특화펫 쓰고 1144/1108인데 7홍으로 사이클을 굴리니까 급습 쿨이 많이 남더라구요 스메셔-레이지-쉐닷 / 댄오퓨-라그-쉐닷 묶어서 사용하는데 스메셔-레이지 / 댄오퓨-라그 / 스메셔-레이지 쓰고나면 항상 쿨이 안돌아서 평타만 치는데 이렇게 하는게 맞을까요? ;ㅁ;,,,
[잡담],첫주부터 지금까지 고정으로만 다녔는데공팟 맛좀 보려고 하는데 요즘은 어떰?,,,
[잡담],근데 창술한테 개따이고 잠깐 접음소울이터때 봅시다~~ 리퍼 화이팅,,,
[잡담],바라면 바랄수록 안 터지는 느낌필요할 때 꼭 안 터짐-머피의 법칙- 때문에특치팔찌 멸망전 시작이미 1멸망 당함,,,
[잡담],고정팟 달소 오늘 생일인데 일정 주말로 미룰까? 하고 물어보니까고정팟이 약속이 먼저라면서 생일파티도 안하고 접속한다더라생일인김에 치킨하나 보내주고 파티하나 기깔나게 맞춰서 좀 즐겁게 해주고싶은데 그냥 워블에 바드하나 붙여주면 됨?창술이랑 2피증 빼고는 다 됨,,,
[질문],,전설 풍요 영웅 풍요 희귀 풍요 고급 풍요 하나씩 있는데돌아갈까요??,,
[잡담],포튜브보니까 레이지빠준쓰던데제 1600리퍼는 세팅을 옛날에해서그런가라그레이지 치적40퍼가 찍혀있더라고요혹시 달인기준인가요?레이지 빠준 줘도 라그는 치적트포찍나요?,,,
[잡담],가즈아~,,,
[질문],,일로아에선 파티시너지를 고려안하고 들어가있던데 뭐가 더 나을까요 레이지 빠준 기준!,,
[잡담],현재 보석은홍염이 쉐닷9홍 나머지 10멸7홍 상태입니다.저받7돌이라 특신 아3저2 로 쓰고있는데 현재 셋팅에서도 쉐닷9홍 나머지7홍하니깐 쿨이 2~3초씩 밀리더라구요여기서 특치로 바꿨을때 현재 홍염으로는 실전에서 쿨 밀림이 더 심할것같은데물론 허수 dps 자체는 유의미하게 차이가 있긴하던데 실전에서도 그럴지 궁금해서요.아니면 현재 홍염 상태에서는 별 차이없을수도있는데 홍염단계를 올릴수록 특치 `바3저2` 가 더 우위를 점하는지도 알고싶어요!둘다 써보신분 선배님들 조언좀 부탁드려요!!,,,
[잡담],뭐가됫든 극락이든 나락이든 상관없이 로아접을듯,,,
[잡담],고고,,,
[잡담],하칸~상아탑 전 관문 중에 어디가 밑줄 강투~잔혈 제일 잘 뜨는지 ㄱㄱ,,,
[잡담],1626밖에 안되는 리퍼지만 주변지인들도 다 로접하고 저도 로접각이 떠서 슬슬 정리하려고합니다남은 리퍼분들은 언젠가 꼭 떡상하시는날이 오길!!,,,
[잡담],우리는 아브나왔을때 내부아니면 받아주는곳이없어서 일부러 트팟골라서 내부 아직안구한 방 찾아서 내부연습하러 들어갔는데 ㅋㅋ내부패턴도 모른다는사람들 꽤 많이보이니까 좀 충격이네,,,
[잡담],달소 뭐베이스로 사서깎나요?민/특 + 3옵?특/신 + 3옵?아님 특/치 3옵?,,,
[잡담],https://youtu.be/0zdxuVCyUPE,,,
[잡담],3번 남았는데 쐐기 갈갈 마렵네,,,
[질문],,예둔9  저받7 돌을 깍앗는데 돌대빼고갈원기예아저2 해도 될까유?아니면 그냥 특치바리가야 될까요?,,
[잡담],아3바2 바3아2 차이점이 있을까요???수련장에서 쳐봤을때는 차이를 못느끼겠더라구용,,,
[잡담],치적 ㅄ같은 운빨캐릭이라 아예 파티원 쌍치적 주지않는이상 체감도 되지않을뿐더러팔찌 정밀준것도 그냥 버리는느낌이남 아예 열정 우월 순환 기습 쐐망 이런 옵들로 줬으면확실히 개 쌔진 체감이라도 들텐데 씨발 치적 없는 옵션든 느낌임,,,
[잡담],카멘 하드 1635일 것 같아서방어구 전부 22강 찍긴 할건데 그러면 1637.5거든요님들이라면 방어구 23강 3개 찍고 1640 함?,,,
[질문],,특치(1746/580)사멸 세트레벨2원3기3예3저3달3 이렇게 세팅하고 있는데치적이 높으면 알고보면 18각이 더 좋다고 들은것 같아서 알고보면18 끼면 되는거 맞죠?리퍼는 치피증도 없으니 맞지 않남?,,
[잡담],지나가는 서머너 무기 이펙트 멋지길래 우와 하고 정보봤는데 19강이었어..난 25강인데..,,,
[잡담],뭐 어디까지나 실전성 억빠등등 다 고려해서 내가 말한거였고 결국 또 답이 나왔네? 인벤에서 보고 너희가하는게 다가아니라는거 알았음 한다 미개한놈들아,,,
[잡담],라그 치적대신 딜트포를 주던가 퓨리랑 사일 1트포에 치적트포를주던가 치적 언밸런스만 해결해줘도 그냥 큰 불만 없을거같은데달인효율도 안나오고 회심효율도 안나오고 ㅅㅂ 개똥캐임걍,,,
[잡담],리퍼는 무기를 뺏어요,,,
[잡담],팔찌 2스탯+특옵1으로 10퍼 넘기면방어구 부터 올리라 함팔찌가 그만큼 골드대비 창렬그래서 방어구올리는중인데 이거 왜 안올라가냐 버그냐,,,
[잡담],걍 겜이 망했으면 좋겠다.리퍼만 불행해질순 없지,,,
[잡담],공버프만 다 올라왔다싶으면 주옥같이 레이지 노크리 눈에 띄게 게속 떠고올백을 다 때려박아도 지는게캐릭 성능차이인지 셋팅문제인지 ㅋㅋ  치단에 회심 가면서 그냥 돌대 유기하고 예둔 갈까 싶기도하네,,,
[잡담],한캐릭 먼저 장기 82%로 25강 도착나머지 리퍼 한개 장기 40%인데 25강 찍고둘 다 1635까지 런 해야징,,,
[잡담],우선 일로와에 검색해보면쐐망이 11.1% 순환이 10.3프로 뜨는데 순환 단일옵이 더 좋다는 분들이 계셔서리퍼는 어떤걸 차야하나요?,,,
[잡담],리게 상주하면서 글들 보면 달소할때 퓨리쿨이 안돌아서기다리는게 스트레스 받는다는데 그정도로 잘치면어지간한 금손호소인들은 다 쉽게 이길텐데 궁금함갈증도 백어택90%이상 쿨로스 없이 박고 달소도 백95%이상퓨리쿨 항상 기다리면서 박는지...,,,
[잡담],10월쯤 접었다가 맛좀 볼까하는데,,,
[잡담],상아탑에서 지속사멸은 열등한게 맞는거 같다달소가 딜하기 확실히 쉽고 딜로스가 적은것 같네,,,
[잡담],"특신아드1 돌대도 미리 맞춰놓을까 싶네요.달소까지 해주면 극특 돌대캐가 좀 많아지는 느낌이라좀 그러려나요?그래도 안해줄 이유는 적어진 느낌이 확 들어버리는 데아, 그냥 패싱이려나...진짜 돌대 채용or기믹 수행력 향상 둘 중 하나라도 좀 줘보지... 치적 불균형은 20% 아래로 절대 안해줄 건 알고 있고ㄷㄷ달소 기피 현상은 게임사가 방치하고 있는 건 팩트인듯.. 갑자기 주저리 불만을 토로하게 됐네요. 아무튼 간 수치말고 뭐라도 좀 건들어 줬으면~",,,
[잡담],저번에 갈증으로 2관 브레스 패턴때 2각들고 솔무하는거 보고 고정팟 멤버들이 저보고는 안되냐고 물어보셔서 달소는 안된다고 하긴했는데.. 라그에 압도껴도 아예 불가능할까요?2각을 바로 안쓰고 좀 달려가서 2번째 떨어지는거보고 2각써서 막틱 맞춘다 생각하고 압도낀 라그와 열심히 최선을 다한 무력을 때린다면..? 그래도 힘들겠죠?,,,
[잡담],리퍼,,,
[잡담],소나벨제외하고 서폿님이 남바절없고 너다계일때 세구30보다 좋을까요?,,,
[잡담],크리확률은 반반이다.뜨냐? 안뜨냐? 차이일뿐...,,,
[잡담],지금 10홍 쉐닷9홍 스톰있는 상태인데다음 9홍으로 트렙과 퓨리중에 무엇이 먼저 해주는게 좋을려나요,,,
[잡담],퍼리,,,
[잡담],..,,,
[잡담],퍼리,,,
[잡담],퍼리,,,
[잡담],..,,,
[잡담],꺼엌,,,
[질문],,보스 패턴에 아덴을 모았는데페르소나 급습하기 전에 뭔가 보스가 움직일거같다.저는 여태 확정각 아니면 기다렸었는데 쿨밀리는거 감안하면 질러야할거같기도 하고 리게 여러분 의견이 궁금합니다.본인만의 판단기준이 더 있으면 댓글 주시면 감사합니다.,,
[잡담],퍼ㄹ,,,
[잡담],이지랄하면 가나?,,,
[잡담],워로드시너지는 리퍼한탠 5%만 먹음? 이세끼 환각리퍼임?,,,
[잡담],.,,,
[잡담],원 갈 기 정 아 에1하면원래세팅인 원 갈 돌 기 저 아1보다오히려 dps 높아보이던데라그 오버치적제외하면 손해구간도없구여,,,
[잡담],안될때 없음?진짜 아무리 생각해도 이 딜은 나올수가 없는데 분명히 페르소나 켰는데페르소나 딜증이 하나도 안들어간 딜이 들어갈때가 있는데 나만 이런거임?내가 진짜 개 병신같이 치나..면상에 쳐도 이딜은 안나와야 되는데 진짜 아예 각인 적용이 하나도 안된채로 들어가는 딜이 나옴예를들어 백에서 1억5천에서 2억이 나와야 되는스킬이 천만 2천만 이렇게뜨고 이러는데 내가 이상한건가백을 못쳐서 옆구리를 쳤다해도 6~8천만은 나와야되는데,,,
[질문],,1600응애 리퍼 키우고있는 유접니다. 달소랑 갈증이랑 셋팅 2개 가지고 플레이하고 있고 요번주부터 페온이랑 돌 천천히 사서 97돌 노려보려고 하는데 리버스까지 쓴다고 가정했을 때 무슨 돌이 가장 효율 좋을까여?,,
[잡담],"주력기 5개 모두 속성스킬 변환이 가능하지만,쉐도우스톰, 사슬, 레이지, 라그, 댄싱 중에메인으로 사용하는 트포중에 속성적용이 되어있는 스킬은 쉐도우스톰, 사슬 뿐임.속성이 없는 3개중에 레이지 댄싱 요 2개는 속성트포 채용후에 세우라제 효과를 받아도 기존트포보다약함.하지만 라그는 세우라제 버프때에 유효한 상승이 있음(급습강화)여러여러 쳐보면서 해봤는데,워낙 갈증이 치적이 개판이라 매번 편차가 큰데 합산해서 나누는 방식으로 평균을 재면결국 세우라제 채용하면 조우딜몰에서 12%가량 더 강해지고,평균 dps는 2~3% 강해지는 결과를 보여줬음.한싸이클딜이 중요하다며 최근 그잔치단트리가 떠오른 것에 영감을 받아 해봤는데,이거 생각보다 괜찮을지도?결국 카드는 세우라제 끼고 트포는 1개만 달라짐 라그에 급습강화로.그러면 허수아비기준 위에 정도 딜상승이 있음.핵심은 세우라제를 받고 시작하는 조우딜이 10%강해진다는거같고물론 세우라제에 백어택딜이 달려있는만큼 저점은 창나겠지만백어택률에 자신있는 인원이라면 도전해볼만하다고 생각됨.본인도 요 앞 한두달은 계속 해볼예정(메인딜인 레이지댄싱은 비슷비슷한데 나머지가 좀 쌔져서 치는맛도 더 남ㅋㅋ)",,,
[잡담],페르소나 흠.....,,,
[잡담],바로 말도 안되게 높은 치적 ㅇㅇ대중 트리인 특치아드1 기준(사멸22 + 백어택10 + 트포40 or 60 + 특성23 + 아드5)레이지 100 라그 100 퓨리 120임이로 인해 97을 깎아도 치적 때문에 강제로 특신 가야하고공팟에서 치적시너지의 딜 기대값이 단 0으로 수렴됨고로 기존 회심 효율 생각까지 해서레이지 라그는 10퍼정도 내리고 그만큼 딜 +@퓨리는 30퍼 내리고 그만큼 +@이 부분이 가장 시급한 문제라고 생각함주로 치적 얘기할 때 퓨리의 과치적만 가지고 얘기 많이 하는데레이지 라그 또한 치적시너지를 아예 못받아 심각한 문제임이번 북미섭 미터기 시너지 기여도 자료로 인해시너지로 인한 밸런스가생각보다도 훨씬 더 큰 차이로 이어지는 것으로 밝혀졌는데가장 흔한 시너지인 치적시너지로 인한 딜 기대값이아예 0인 직업은 달소리퍼가 유일함저는 그래서 달소리퍼분들이 퓨리뿐만이 아닌 3급습 전부의과치적 부분에 대해 목소리를 제일 크게 내주셨으면 하는바람입니다,,,
[질문],,아브 1관에서 침식투견 기모을때 트랩으로 풀리나요?아브도는데 트랩으로 된다고 들어서요 몇 번 해봤었는데 안 풀리던데 투견이랑 같이 맞춰야 풀리거나 그런가요?,,
[질문],,캐릭 달소 하나 키우고 있고 1540 처음 찍었습니다ㅏ333331 세팅을 해주려 하는데 아드 1쓰는 각인으로 가려구요돌은 원한 8 기습 8 이속 1 쓰고 있고 전각은 달소만 읽었어요 첫 고대 해주려는 캐라 모르는게 좀 있어서 질문 드려요전각 어떤거 읽어야 하나요? 그리고 품질 90이상으로 하려는데 많이 비쌀까요?특신 가려합니다ㅏ아 그리고 97돌 특신이 제일 좋다는데 돌 다시 해줘야 하나요?,,
[잡담],낫이잖아그런데 예전 할로윈 무기아바타 갈고리형태의 낫을 보면강화이펙트는 무기아바타에 맞지도않게 직선으로 나오거든그게 너무 대충생각하고 던져준느낌이라 빡쳐서 꾸준히 강화이펙트크기랑 같이 문의보내도 자동응답에 절대안바꿔주던데설마 새로만드는 공모전 무기아바타도 이펙트 손안보는건 아니겠지..?겨울까지 행복회로 굴려도될까최악은 낫손잡이부터 직선으로 기존 이펙트에 위치맞추고 날부분은 그냥 튀어나와있는 모습인데게임사가 그냥 이악물고 무시하고있는거같음누군 무기아바타별로 강화이펙트크기도 바뀌는데왜 이 병신직업은 강화이펙트마저 유심히봐야 몇강인지 구분되는거냐,,,
[잡담],특신 목걸이에 귀걸이 신속 한 부위에여,,,
[잡담],갈라치기고 나발이고 그냥 상식이자나갈증딜 뺏어서 달소줘야 정상적인 밸런스아닌가?기믹 유틸 신속까지 다갖추고 리퍼가 쉽다는인식도 갈증< 얘네때문인데달소 걸러질때 갈증은 가능합니다 하면서 패악질 갈라치기하는게 갈증견들평균아닌가이겜은 쎄야할이유도없고 약해야할이유도없는 그냥 밸패때마다 룰렛빠찡코 수준 그이상그이하도 아닌듯최소한 갈증하면 어디가서 리퍼본캐다라고 안했으면좋겠음,,,
[잡담],달트하면서 이동기 때문에 약하니 나메디토 너프하고 딜 달라는 사람특치 하면서 치적 때문에 약하니입맛데로 필요없는 부분만 깍고 딜 달라는 사람딜러니깐 딜을 올리고 싶은 마음이야 이해는 가지만흠보통 rpg하면 떠올리는게전사 계열은 높은 방어력과 체력으로 근접전하고마법사는 긴 시전시간과 높은 데미지의 범위 스킬힐러는 버프와 힐 정화 부활뭐 이런식인거처럼좋은 이동기와 낮은 체방 높은 치적은 암살자 계열인 리퍼 직업이 가지는 특성임이걸 버리자 말하고 그게 맞다고 생각한다면그런 특성을 가진 직업을 해야 할 사람이 억지로 리퍼를 하고 있는게 아닐까?리퍼 딜이 강하지 못 한건 뭐뭐 때문이 아니라모든 권한을 가진 게임사가 그렇게 정했기 때문일뿐임이번 밸패로 창술이 저 정도로 쎄진게 그럴만 했다라고 보는 사람이 창술 하는 사람 말고 있음?지금 리퍼보다 쎈 직업들이 다 합당한 이유가 있어서임?모든 경우에 다 맞아 들어가는 다른 이유는 존재 할 수가 없음,,,
[잡담],상향받기전 변신캐 라기보단 지금은딱 상향받기전 창술 포지션으로 들어간느낌,,,
[잡담],리퍼 부캐로 깔짝거려서 진짜 몰라서 질문드려요갈증 리퍼인데 원래 갈증버프 켜지면8초 시간초가 나왔지 않나요?요즘 시간표기가없고 버프아이콘만 떠있길래설정을 잘못 만진건지..그거 보면서 갈증안꺼지게 관리하고 했는데 표시가안떠서 버그인지..관리하기 조금 까다로워졌네요,,,
[잡담],데모닉 인파는 말할것도없고스커는 같은파티만아니면 리퍼가 아덴구조부터 유리해서 지는게이상하고버스트도 1버스트싸이클보다 리퍼의 3급습한싸이클 딜이더나오는데 버스트는 노크리 리스크에 딜찍팟에서 취약한 점도가지고있어서리퍼가 유리함 다만 스택을쌓을수있는뎀감패턴이 있으면 버스트가 유리함처단자같은경우도 사이클딜이 리퍼의3급습보단쎈데 현타까지합치면 리퍼가 충분히 역전하고도 남음버스트와같이 뎀감패턴같은거 있는거아니면 리퍼가 유리하고세세히 따지고보면 리퍼가 사멸중에지금 젤쎈거같은데 딱히 유불리한레이드나 제약도없고,,,
[잡담],하칸 고정팟 갔다가1관 강투뜬거보고 바로 갖다버리고 원래 쓰던 회심씀원래는 맨날 잔혈이고 밑줄도 내가 제일 많이먹었었는데,,,
[잡담],일단 갈증기준임이동기 좋고 기믹수행능력 괜찮고 어지간해선 강투는 나오니까그냥 이정도면 할만은하다...싶은거지 비슷한 스펙끼리 갔을때디져도 못이길거같은 직업이 너무많음...그리고 그 직업들이 리퍼보다 쎄야할 이유도 모르겠음;;,,,
[잡담],그냥 혼자 디토 디토 거리면서 똥꼬쇼하는거 맨날 애들이 놀림,,,
[잡담],컨셉상 결국 아덴을 사용하는 직업이 아닌 직업보다 강해야하는게 당연함아예 컨셉이 다르거나 아덴을 다른용도로 활용하는 직업은 논외로 쳐도달소>갈증충단>체술절정>절제피메>사시오의>초심일격>난무점화>환류뭐 이런식으로 되야 정상임그리고 '대체로' 우측에 있는 아덴을 잠그는 캐릭들은 신속 베이스임다들 아덴을 사용하는 극특캐가 고점이 높다는건 아실테고...실제 성능이 반대던가 혹은 동급이라면이건 게임사가 밸런스를 제대로 못잡고 있다는거임552난무도 그렇고 달소vs갈증 엄대엄도 그렇고...,,,
[잡담],포식자처럼 족쇄쌔게 채우고 리턴좋아졌으면 좋겠다지금은 족쇄라고 할게 똥꼬에 붙어있는 것 뿐이라 느낌,,,
[잡담],지나간걸 보나 현재를 보나 강캐들이족쇄같은 이유가 있어서 강한게 아닌데..스마게식 밸패의 쎈놈은 그딴거 없이 그냥 쎕니다,,,
[잡담],무력파괴 안줘도되니까아덴수급력 상향시켜서 리스크를 줄이든직각수치를 상향시켜서 급습딜 상향둘중하나줘야함1년인가 2년전부터 이얘기만하는데진짜 주옥같네,,,
[잡담],어제 1관 그냥 대충 쳤는데 지길래어?? 하고 3관 ㅈㄴ게 이 악물고 쳤는데 지더라….,,,
[잡담],과연...,,,
[잡담],몇개나 되는지 궁금함 상대가 잘쳐도 내가 무조건 이긴다직각으로 분리해서 보는게 아닌 강하다고 생각되는 직각기준,,,
[잡담],"일단 밸런스가 잘 맞았다고 말하려면 딜, 무력, 파괴, 체방, 이동기 등등의 지표를 점수화했을 때모든 클래스가 최종적으로 비슷한 점수를 가져야 한다고 생각함리퍼가 이동기 때문에 약해야된다고 말하는 애들은 무력, 파괴, 체방을 싸그리 무시하고 딜과 이동기만을 따지는건데..딜과 이동기만을 고려했을 때의 올바른 밸런스는 환경에 따라 딜이 쎈 캐릭이 바뀌어야 되는 상황임이동기가 좋으니까 리퍼는 모든 레이드에서 약해야되면, 이동기가 좋아서 얻는 이점이 하나도 없자나? 리퍼를 할 이유가 없지예를 들어서 이동기가 많이 필요한 가토/파이어혼/라카이서스에서는 갈증이 쎄고,허수아비나 조금만 이동해도 딜각이 나오는 인간형 몬스터에서는 이동기 안좋은 애가 쎄고하지만 현실은 갈증이 가토라고 애들 다 패고 다니는게 아니라는거지가르가디스에서 갈증이 이동기로 타클래스보다 10%정도 딜을 더 넣는다면 그게 확 체감될텐데 말이야이동기가 만들어내는 딜각이 그 정도는 안된다는 거임딜, 무력, 파괴, 체방, 이동기 등에서 이동기의 가중치는 5%를 넘으면 안됨",,,
